Song,Split,Start,End,Duration,Words,Lyric
Skelpolu - Human Mistakes,Train,282.0,290.0,8.0,3,human human human
Skelpolu - Human Mistakes,Train,290.0,298.0,8.0,2,human human
Skelpolu - Human Mistakes,Train,300.0,310.0,10.0,3,human human human
Actions - South Of The Water,Train,0.0,8.0,8.0,9,my skin's falling off i'm breaking at the seeps
Actions - South Of The Water,Train,8.0,15.0,7.0,8,he's holding me under and i can't breath
Actions - South Of The Water,Train,15.0,19.0,4.0,7,slow and painful and as it seems
Actions - South Of The Water,Train,19.0,26.0,7.0,9,now i'm caving in my heart is so ficating
Actions - South Of The Water,Train,26.0,35.0,9.0,11,my hands frost in start cause you are tearing me apart
Actions - South Of The Water,Train,36.0,44.0,8.0,1,oh
Actions - South Of The Water,Train,44.0,52.0,8.0,8,you make this feel like home oh so
Actions - South Of The Water,Train,51.0,57.0,6.0,10,so when you're on your own south of the water
Actions - South Of The Water,Train,57.0,62.0,5.0,8,we build this up with bricks and mortar
Actions - South Of The Water,Train,62.0,69.0,7.0,8,oh you make this feel like home it's
Actions - South Of The Water,Train,68.0,75.0,7.0,7,it's cold outside but my temper's increasing
Actions - South Of The Water,Train,75.0,83.0,8.0,11,so help me out i will kick and shout for you
Actions - South Of The Water,Train,83.0,87.0,4.0,8,it's slow and painful and as it seems
Actions - South Of The Water,Train,87.0,94.0,7.0,7,oh you make this feel like home
Actions - South Of The Water,Train,94.0,103.0,9.0,11,oh so when you're on your own south of the water
Actions - South Of The Water,Train,103.0,108.0,5.0,8,we build this up with bricks and mortar
Actions - South Of The Water,Train,107.0,115.0,8.0,7,oh you make this feel like home
Actions - South Of The Water,Train,114.0,119.0,5.0,3,i'm still here
Actions - South Of The Water,Train,119.0,122.0,3.0,4,no i'm not worried
Actions - South Of The Water,Train,122.0,129.0,7.0,7,even though my make up went yeah
Actions - South Of The Water,Train,129.0,136.0,7.0,8,i track you in i saw you coming
Actions - South Of The Water,Train,136.0,142.0,6.0,7,slow and painful and as it seems
Actions - South Of The Water,Train,142.0,151.0,9.0,7,oh you make this feel like home
Actions - South Of The Water,Train,151.0,160.0,9.0,11,oh so when you're on your own south of the water
Actions - South Of The Water,Train,160.0,165.0,5.0,8,we build this up with bricks and mortar
Actions - South Of The Water,Train,165.0,175.0,10.0,7,oh you make this feel like home
Bill Chudziak - Children Of No-one,Train,0.0,7.0,7.0,1,-
Bill Chudziak - Children Of No-one,Train,7.0,15.0,8.0,1,-
Bill Chudziak - Children Of No-one,Train,15.0,20.0,5.0,1,-
Bill Chudziak - Children Of No-one,Train,20.0,27.0,7.0,1,-
Bill Chudziak - Children Of No-one,Train,27.0,37.0,10.0,1,-
Bill Chudziak - Children Of No-one,Train,37.0,43.0,6.0,1,-
Bill Chudziak - Children Of No-one,Train,43.0,51.0,8.0,1,-
Bill Chudziak - Children Of No-one,Train,51.0,56.0,5.0,1,-
Bill Chudziak - Children Of No-one,Train,56.0,66.0,10.0,1,-
Bill Chudziak - Children Of No-one,Train,66.0,73.0,7.0,6,ah yeah my ann what's wrong
Bill Chudziak - Children Of No-one,Train,72.0,79.0,7.0,3,with this society
Bill Chudziak - Children Of No-one,Train,79.0,83.0,4.0,5,they burned down our babylon
Bill Chudziak - Children Of No-one,Train,83.0,94.0,11.0,7,the serpents servants the morning sun disease
Bill Chudziak - Children Of No-one,Train,93.0,99.0,6.0,3,this is arcane
Bill Chudziak - Children Of No-one,Train,99.0,105.0,6.0,7,no more excuses we can change this
Bill Chudziak - Children Of No-one,Train,105.0,113.0,8.0,11,this is our time to break this down no more excuses
Bill Chudziak - Children Of No-one,Train,113.0,120.0,7.0,4,we can change this
Bill Chudziak - Children Of No-one,Train,120.0,130.0,10.0,13,we are the children of no one cut down and more will stand
Bill Chudziak - Children Of No-one,Train,130.0,137.0,7.0,7,yeadon is burning open up your eyes
Bill Chudziak - Children Of No-one,Train,137.0,143.0,6.0,6,the blood is on your hands
Bill Chudziak - Children Of No-one,Train,143.0,149.0,6.0,4,this is our time
Bill Chudziak - Children Of No-one,Train,149.0,154.0,5.0,7,no more excuses we can change this
Bill Chudziak - Children Of No-one,Train,154.0,163.0,9.0,11,this is our time to break this down no more excuses
Bill Chudziak - Children Of No-one,Train,163.0,171.0,8.0,4,we can change this
Bill Chudziak - Children Of No-one,Train,171.0,175.0,4.0,1,-
Bill Chudziak - Children Of No-one,Train,175.0,181.0,6.0,7,we are the children of no one
Bill Chudziak - Children Of No-one,Train,181.0,186.0,5.0,7,we are the children of no one
Bill Chudziak - Children Of No-one,Train,186.0,195.0,9.0,8,and still we stand this is our time
Bill Chudziak - Children Of No-one,Train,195.0,201.0,6.0,7,no more excuses we can change this
Bill Chudziak - Children Of No-one,Train,201.0,210.0,9.0,11,this is our time to break this down no more excuses
Bill Chudziak - Children Of No-one,Train,210.0,218.0,8.0,4,we can change this
Bill Chudziak - Children Of No-one,Train,218.0,227.0,9.0,1,-
Patrick Talbot - Set Me Free,Train,0.0,7.0,7.0,1,-
Patrick Talbot - Set Me Free,Train,7.0,17.0,10.0,13,do you remember the power in our hands the fire in our veins
Patrick Talbot - Set Me Free,Train,17.0,27.0,10.0,14,running together and there would be no end to the spirit and the flame
Patrick Talbot - Set Me Free,Train,27.0,33.0,6.0,1,-
Patrick Talbot - Set Me Free,Train,33.0,40.0,7.0,1,-
Patrick Talbot - Set Me Free,Train,40.0,50.0,10.0,1,-
Patrick Talbot - Set Me Free,Train,50.0,59.0,9.0,14,born in a fever the music in our heads was stronger than a chain
Patrick Talbot - Set Me Free,Train,59.0,63.0,4.0,4,as we grew older
Patrick Talbot - Set Me Free,Train,63.0,71.0,8.0,10,how much of that remained how much has passed away
Patrick Talbot - Set Me Free,Train,71.0,76.0,5.0,1,-
Patrick Talbot - Set Me Free,Train,76.0,82.0,6.0,1,-
Patrick Talbot - Set Me Free,Train,82.0,89.0,7.0,1,-
Patrick Talbot - Set Me Free,Train,89.0,97.0,8.0,1,-
Patrick Talbot - Set Me Free,Train,97.0,106.0,9.0,1,-
Patrick Talbot - Set Me Free,Train,106.0,111.0,5.0,1,-
Patrick Talbot - Set Me Free,Train,111.0,117.0,6.0,1,-
Patrick Talbot - Set Me Free,Train,117.0,125.0,8.0,1,-
Patrick Talbot - Set Me Free,Train,125.0,130.0,5.0,1,-
Patrick Talbot - Set Me Free,Train,130.0,136.0,6.0,8,over and over we've looked for something else
Patrick Talbot - Set Me Free,Train,136.0,143.0,7.0,8,we fell and rose again deeper and deeper
Patrick Talbot - Set Me Free,Train,143.0,149.0,6.0,10,there really was no end in that far away land
Patrick Talbot - Set Me Free,Train,149.0,153.0,4.0,1,-
Patrick Talbot - Set Me Free,Train,153.0,163.0,10.0,14,and i still remember what all this means to me is everything you see
Patrick Talbot - Set Me Free,Train,163.0,169.0,6.0,10,it's now or never back where i used to be
Patrick Talbot - Set Me Free,Train,169.0,175.0,6.0,8,this time you have to set me free
Patrick Talbot - Set Me Free,Train,175.0,181.0,6.0,5,set me free set me
Patrick Talbot - Set Me Free,Train,181.0,190.0,9.0,4,free set me free
Patrick Talbot - Set Me Free,Train,191.0,196.0,5.0,1,-
Patrick Talbot - Set Me Free,Train,196.0,202.0,6.0,1,-
Patrick Talbot - Set Me Free,Train,202.0,209.0,7.0,1,-
Patrick Talbot - Set Me Free,Train,209.0,217.0,8.0,1,-
Patrick Talbot - Set Me Free,Train,217.0,226.0,9.0,1,-
Patrick Talbot - Set Me Free,Train,226.0,236.0,10.0,1,-
Patrick Talbot - Set Me Free,Train,236.0,245.0,9.0,1,-
Patrick Talbot - Set Me Free,Train,245.0,253.0,8.0,1,-
Patrick Talbot - Set Me Free,Train,253.0,260.0,7.0,1,-
Patrick Talbot - Set Me Free,Train,260.0,264.0,4.0,1,-
Patrick Talbot - Set Me Free,Train,264.0,274.0,10.0,6,set me free set me free
Patrick Talbot - Set Me Free,Train,274.0,285.0,11.0,6,set me free set me free
Clara Berry And Wooldog - Waltz For My Victims,Train,0.0,10.0,10.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,10.0,19.0,9.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,19.0,27.0,8.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,27.0,34.0,7.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,37.0,44.0,7.0,4,i'll give you silence
Clara Berry And Wooldog - Waltz For My Victims,Train,43.0,50.0,7.0,6,in the wake of the beast
Clara Berry And Wooldog - Waltz For My Victims,Train,50.0,56.0,6.0,5,allow you to punt off
Clara Berry And Wooldog - Waltz For My Victims,Train,56.0,64.0,8.0,4,these weapons i wear
Clara Berry And Wooldog - Waltz For My Victims,Train,64.0,72.0,8.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,72.0,80.0,8.0,6,in the end it's for nothing
Clara Berry And Wooldog - Waltz For My Victims,Train,80.0,86.0,6.0,5,also i'd like to think
Clara Berry And Wooldog - Waltz For My Victims,Train,85.0,91.0,6.0,6,as i'm waving my daggers and
Clara Berry And Wooldog - Waltz For My Victims,Train,90.0,98.0,8.0,7,and touchies and all around unhappy things
Clara Berry And Wooldog - Waltz For My Victims,Train,98.0,103.0,5.0,7,and it's a shame it's a pity
Clara Berry And Wooldog - Waltz For My Victims,Train,103.0,110.0,7.0,5,that my wires are crossed
Clara Berry And Wooldog - Waltz For My Victims,Train,110.0,119.0,9.0,14,that i blame you but can't quite condemn you and want you for it
Clara Berry And Wooldog - Waltz For My Victims,Train,118.0,124.0,6.0,2,ever more
Clara Berry And Wooldog - Waltz For My Victims,Train,124.0,130.0,6.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,130.0,137.0,7.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,137.0,145.0,8.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,145.0,155.0,10.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,155.0,160.0,5.0,1,-
Clara Berry And Wooldog - Waltz For My Victims,Train,160.0,169.0,9.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,0.0,10.0,10.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,10.0,18.0,8.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,18.0,27.0,9.0,24,start again eight a m traffic jam inside your head you can't trust no one too late when the moment's gone can't go back
Phre The Eon - Everybody's Falling Apart,Train,27.0,35.0,8.0,17,change your mind switch it off and press rewind have another drink it'll make you feel better
Phre The Eon - Everybody's Falling Apart,Train,35.0,40.0,5.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,40.0,47.0,7.0,17,so join the queue get in line what's the point i'm sick of trying can't trust stories
Phre The Eon - Everybody's Falling Apart,Train,46.0,57.0,11.0,28,stories sold we're all trapped in goldfish bowls trying to work the future out living in the here and now have another drink it'll make you feel better
Phre The Eon - Everybody's Falling Apart,Train,57.0,63.0,6.0,3,everybody's falling apart
Phre The Eon - Everybody's Falling Apart,Train,63.0,67.0,4.0,3,everybody's falling apart
Phre The Eon - Everybody's Falling Apart,Train,67.0,74.0,7.0,14,if it makes you feel better glue it back together but everybody's falling apart
Phre The Eon - Everybody's Falling Apart,Train,74.0,82.0,8.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,82.0,88.0,6.0,13,the magasines sold your dreams modified in every screen you can't reach your
Phre The Eon - Everybody's Falling Apart,Train,88.0,99.0,11.0,26,ambition procrastinate your decision when you say you will you won't have the time you do you don't have another drink it'll make you feel better
Phre The Eon - Everybody's Falling Apart,Train,99.0,105.0,6.0,3,everybody's falling apart
Phre The Eon - Everybody's Falling Apart,Train,105.0,116.0,11.0,17,everybody's falling apart if it makes you feel better glue it back together but everybody's falling apart
Phre The Eon - Everybody's Falling Apart,Train,116.0,120.0,4.0,4,and everybody's falling apart
Phre The Eon - Everybody's Falling Apart,Train,120.0,131.0,11.0,17,everybody's falling apart if it makes you feel better glue it back together but everybody's falling apart
Phre The Eon - Everybody's Falling Apart,Train,132.0,138.0,6.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,138.0,145.0,7.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,145.0,153.0,8.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,153.0,162.0,9.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,162.0,171.0,9.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,171.0,181.0,10.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,181.0,188.0,7.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,188.0,195.0,7.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,195.0,201.0,6.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,201.0,206.0,5.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,206.0,215.0,9.0,1,-
Phre The Eon - Everybody's Falling Apart,Train,215.0,222.0,7.0,1,-
Young Griffo - Facade,Train,0.0,10.0,10.0,1,-
Young Griffo - Facade,Train,10.0,15.0,5.0,1,-
Young Griffo - Facade,Train,15.0,21.0,6.0,1,-
Young Griffo - Facade,Train,21.0,29.0,8.0,1,-
Young Griffo - Facade,Train,29.0,34.0,5.0,6,she had a drink oh six
Young Griffo - Facade,Train,34.0,40.0,6.0,7,and she disappeared all through smoky rooms
Young Griffo - Facade,Train,41.0,46.0,5.0,7,he he went to look for her
Young Griffo - Facade,Train,46.0,53.0,7.0,7,he heard a laugh her breath exhale
Young Griffo - Facade,Train,54.0,60.0,6.0,11,you see me hurt in now you see me broken now
Young Griffo - Facade,Train,60.0,66.0,6.0,13,you see me fucked up now do what you need to feel better
Young Griffo - Facade,Train,66.0,72.0,6.0,11,you see me hurt in now you see me broken now
Young Griffo - Facade,Train,72.0,79.0,7.0,13,you see me fucked up now do what you need to feel better
Young Griffo - Facade,Train,80.0,85.0,5.0,8,he he had picked a fight that night
Young Griffo - Facade,Train,85.0,91.0,6.0,9,he took each punch and hit through none back
Young Griffo - Facade,Train,92.0,100.0,8.0,11,she she had to drag him out of the smoky room
Young Griffo - Facade,Train,100.0,104.0,4.0,4,with this drunk excuse
Young Griffo - Facade,Train,104.0,111.0,7.0,11,you see me hurt in now you see me broken now
Young Griffo - Facade,Train,111.0,117.0,6.0,13,you see me fucked up now do what you need to feel better
Young Griffo - Facade,Train,117.0,123.0,6.0,11,you see me hurt in now you see me broken now
Young Griffo - Facade,Train,123.0,129.0,6.0,13,you see me fucked up now do what you need to feel better
Young Griffo - Facade,Train,129.0,138.0,9.0,5,ah ha ha ha ha
Young Griffo - Facade,Train,138.0,149.0,11.0,13,do what you need to feel better ha ha ha ha ha ha
Young Griffo - Facade,Train,149.0,154.0,5.0,7,do what you need to feel better
Young Griffo - Facade,Train,154.0,160.0,6.0,1,-
Young Griffo - Facade,Train,160.0,166.0,6.0,1,-
Secret Mountains - High Horse,Train,0.0,10.0,10.0,1,-
Secret Mountains - High Horse,Train,10.0,17.0,7.0,1,-
Secret Mountains - High Horse,Train,17.0,23.0,6.0,1,-
Secret Mountains - High Horse,Train,23.0,29.0,6.0,1,-
Secret Mountains - High Horse,Train,29.0,36.0,7.0,1,-
Secret Mountains - High Horse,Train,36.0,44.0,8.0,1,-
Secret Mountains - High Horse,Train,44.0,52.0,8.0,9,show me some of skin our bellies were full
Secret Mountains - High Horse,Train,52.0,59.0,7.0,8,said you'd found strength in the ground below
Secret Mountains - High Horse,Train,59.0,67.0,8.0,8,call yourself laughing while death called your name
Secret Mountains - High Horse,Train,74.0,83.0,9.0,10,do you feel lonely in this strange light do you
Secret Mountains - High Horse,Train,82.0,92.0,10.0,9,do you feel lonely or how do you live
Secret Mountains - High Horse,Train,92.0,98.0,6.0,1,uh
Secret Mountains - High Horse,Train,98.0,109.0,11.0,1,uh
Secret Mountains - High Horse,Train,109.0,114.0,5.0,2,uh uh
Secret Mountains - High Horse,Train,113.0,124.0,11.0,1,uh
Secret Mountains - High Horse,Train,124.0,130.0,6.0,1,-
Secret Mountains - High Horse,Train,130.0,137.0,7.0,1,-
Secret Mountains - High Horse,Train,137.0,145.0,8.0,1,-
Secret Mountains - High Horse,Train,145.0,150.0,5.0,1,-
Secret Mountains - High Horse,Train,151.0,162.0,11.0,14,when it's all over and we all remain oh how do i know that
Secret Mountains - High Horse,Train,162.0,170.0,8.0,10,we are still the same we'll let you it over
Secret Mountains - High Horse,Train,173.0,181.0,8.0,9,i took what i found and remembered it all
Secret Mountains - High Horse,Train,181.0,189.0,8.0,9,and i heard you looking from six feet below
Secret Mountains - High Horse,Train,189.0,200.0,11.0,10,yeah i heard you looking but how do i know
Secret Mountains - High Horse,Train,200.0,205.0,5.0,1,uh
Secret Mountains - High Horse,Train,205.0,215.0,10.0,1,uh
Secret Mountains - High Horse,Train,215.0,220.0,5.0,2,uh uh
Secret Mountains - High Horse,Train,220.0,231.0,11.0,2,uh uh
Secret Mountains - High Horse,Train,231.0,235.0,4.0,2,uh uh
Secret Mountains - High Horse,Train,235.0,246.0,11.0,2,uh uh
Secret Mountains - High Horse,Train,246.0,251.0,5.0,3,uh uh uh
Secret Mountains - High Horse,Train,251.0,262.0,11.0,2,uh uh
Secret Mountains - High Horse,Train,265.0,271.0,6.0,1,-
Secret Mountains - High Horse,Train,271.0,276.0,5.0,1,-
Secret Mountains - High Horse,Train,276.0,282.0,6.0,1,-
Secret Mountains - High Horse,Train,282.0,289.0,7.0,1,-
Secret Mountains - High Horse,Train,289.0,297.0,8.0,1,-
Secret Mountains - High Horse,Train,297.0,305.0,8.0,1,-
Secret Mountains - High Horse,Train,305.0,312.0,7.0,1,-
Secret Mountains - High Horse,Train,312.0,318.0,6.0,1,-
Secret Mountains - High Horse,Train,318.0,324.0,6.0,1,-
Secret Mountains - High Horse,Train,324.0,329.0,5.0,1,-
