Song,Start,End,Duration,Lyric,Prediction,Lyric_clean,Prediction_clean,WER,CER,Words
Clara Berry And Wooldog - Waltz For My Victims,90.0,98.0,8.0,and touchies and all around unhappy things," Doesn't count, doesn't count... And happy things",and touchies and all around unhappy things,doesnt count doesnt count and happy things,0.8571428571428571,0.5714285714285714,7
Clara Berry And Wooldog - Waltz For My Victims,98.0,103.0,5.0,and it's a shame it's a pity, And it's a shame it's a pain,and its a shame its a pity,and its a shame its a pain,0.14285714285714285,0.11538461538461539,7
Clara Berry And Wooldog - Waltz For My Victims,103.0,110.0,7.0,that my wires are crossed, That my wires are closed,that my wires are crossed,that my wires are closed,0.2,0.08,5
Clara Berry And Wooldog - Waltz For My Victims,110.0,119.0,9.0,that i blame you but can't quite condemn you and want you for it, That I blame you but can't work and then you went watching for it,that i blame you but cant quite condemn you and want you for it,that i blame you but cant work and then you went watching for it,0.42857142857142855,0.31746031746031744,14
Clara Berry And Wooldog - Waltz For My Victims,118.0,124.0,6.0,ever more,,ever more,,1.0,1.0,2
Cnoc An Tursa - Bannockburn,39.0,48.0,9.0,unflinching foot against foot was set unceasing blow by blow was met the groans of those who fell,,unflinching foot against foot was set unceasing blow by blow was met the groans of those who fell,,1.0,1.0,18
Cnoc An Tursa - Bannockburn,48.0,59.0,11.0,were drowned amid the shriller clang that from the blades and harness rang,,were drowned amid the shriller clang that from the blades and harness rang,,1.0,1.0,13
Cnoc An Tursa - Bannockburn,59.0,64.0,5.0,and in the battle yell,,and in the battle yell,,1.0,1.0,5
Cnoc An Tursa - Bannockburn,64.0,71.0,7.0,yet fast they fell unheard forgot, il Man ver el nidile yap,yet fast they fell unheard forgot,il man ver el nidile yap,1.0,0.696969696969697,6
Cnoc An Tursa - Bannockburn,71.0,78.0,7.0,both southern fierce and hardy scot, Elements unbe rooted in our deconstruct!,both southern fierce and hardy scot,elements unbe rooted in our deconstruct,1.0,0.8857142857142857,6
Cnoc An Tursa - Bannockburn,88.0,96.0,8.0,and oh amid that waste of life what various motives fired the strife, And draw a man that weighs the ride for the greatest world Is what the sky is like,and oh amid that waste of life what various motives fired the strife,and draw a man that weighs the ride for the greatest world is what the sky is like,1.1538461538461537,0.7205882352941176,13
Cnoc An Tursa - Bannockburn,95.0,102.0,7.0,the aspiring noble bled for fame the patriot for his country's claim," It's lighting up a 이름, the beach is flying, it's gonnaочь it's adding",the aspiring noble bled for fame the patriot for his countrys claim,its lighting up a 이름 the beach is flying its gonnaочь its adding,1.0833333333333333,0.7761194029850746,12
Cnoc An Tursa - Bannockburn,117.0,126.0,9.0,bannock burn,,bannock burn,,1.0,1.0,2
Cnoc An Tursa - Bannockburn,126.0,132.0,6.0,some fought from ruffian thirst of blood, So is room beyond.� So why?,some fought from ruffian thirst of blood,so is room beyond so why,1.0,0.725,7
Cnoc An Tursa - Bannockburn,132.0,139.0,7.0,bannockburn from habit some or hardihood,,bannockburn from habit some or hardihood,,1.0,1.0,6
Cnoc An Tursa - Bannockburn,138.0,145.0,7.0,bannockburn but ruffian stern and soldier good, international,bannockburn but ruffian stern and soldier good,international,1.0,0.8260869565217391,7
Cnoc An Tursa - Bannockburn,144.0,151.0,7.0,bannockburn the noble and the slave, But I know who I'm the same,bannockburn the noble and the slave,but i know who im the same,1.0,0.6,6
Cnoc An Tursa - Bannockburn,162.0,170.0,8.0,the aspiring noble bled for fame the patriot for his country's claim,,the aspiring noble bled for fame the patriot for his countrys claim,,1.0,1.0,12
Cnoc An Tursa - Bannockburn,169.0,177.0,8.0,this knight his youthful strength to prove and that to win his lady's love," This line is like this, your force and the power But that's when this lady's walking",this knight his youthful strength to prove and that to win his ladys love,this line is like this your force and the power but thats when this ladys walking,0.9285714285714286,0.589041095890411,14
Cnoc An Tursa - Bannockburn,200.0,206.0,6.0,some fought from ruffian thirst of blood,,some fought from ruffian thirst of blood,,1.0,1.0,7
Cnoc An Tursa - Bannockburn,206.0,213.0,7.0,bannockburn from habit some or hardihood,,bannockburn from habit some or hardihood,,1.0,1.0,6
Cnoc An Tursa - Bannockburn,212.0,219.0,7.0,bannockburn but ruffian stern and soldier good,,bannockburn but ruffian stern and soldier good,,1.0,1.0,7
Cnoc An Tursa - Bannockburn,218.0,226.0,8.0,bannockburn the noble and the slave,icks,bannockburn the noble and the slave,icks,1.0,0.9142857142857143,6
Cnoc An Tursa - Bannockburn,252.0,258.0,6.0,from various cause the same wild road, From various causes they say war lies,from various cause the same wild road,from various causes they say war lies,0.7142857142857143,0.2972972972972973,7
Cnoc An Tursa - Bannockburn,258.0,265.0,7.0,on the same bloody morning trode, ...or the same almighty另外 name chosen,on the same bloody morning trode,or the same almighty另外 name chosen,0.6666666666666666,0.5625,6
Cnoc An Tursa - Bannockburn,265.0,276.0,11.0,to that dark inn the grave the grave the grave," Till the dark end The rain, the rain, the rain",to that dark inn the grave the grave the grave,till the dark end the rain the rain the rain,0.6,0.34782608695652173,10
Creepoid - OldTree,5.0,16.0,11.0,uh uh uh,,uh uh uh,,1.0,1.0,3
Creepoid - OldTree,16.0,23.0,7.0,old tree i know, 그 혹치야,old tree i know,그 혹치야,1.0,0.9333333333333333,4
Creepoid - OldTree,23.0,31.0,8.0,it's ben coming a long time, It's been coming a long time,its ben coming a long time,its been coming a long time,0.16666666666666666,0.038461538461538464,6
Creepoid - OldTree,31.0,38.0,7.0,for all the things that i've done, For all things like that,for all the things that ive done,for all things like that,0.5714285714285714,0.4375,7
Creepoid - OldTree,38.0,49.0,11.0,you've been drying up inside rotting up inside, we'll be trying on your side果然或必 our side,youve been drying up inside rotting up inside,well be trying on your side果然或必 our side,1.0,0.6,8
Creepoid - OldTree,49.0,57.0,8.0,but i know why," Until my Lord, young",but i know why,until my lord young,1.0,1.0714285714285714,4
Creepoid - OldTree,57.0,65.0,8.0,but i know why, But I know,but i know why,but i know,0.25,0.2857142857142857,4
Creepoid - OldTree,64.0,68.0,4.0,uh uh, Oh,uh uh,oh,1.0,0.8,2
Creepoid - OldTree,68.0,77.0,9.0,uh uh,,uh uh,,1.0,1.0,2
Creepoid - OldTree,93.0,101.0,8.0,heavy and hollow, akhir hinter disputes,heavy and hollow,akhir hinter disputes,1.0,1.125,3
Creepoid - OldTree,101.0,109.0,8.0,you've been holding out so long, You've been holding out so long,youve been holding out so long,youve been holding out so long,0.0,0.0,6
Creepoid - OldTree,109.0,116.0,7.0,just let go, Just let go,just let go,just let go,0.0,0.0,3
Creepoid - OldTree,116.0,121.0,5.0,can't you feel it in your spine, Can't you feel it in your eyes?,cant you feel it in your spine,cant you feel it in your eyes,0.14285714285714285,0.16666666666666666,7
Creepoid - OldTree,120.0,128.0,8.0,welling up inside, we are in hope not signs,welling up inside,we are in hope not signs,2.0,0.9411764705882353,3
Creepoid - OldTree,127.0,135.0,8.0,but i know why, Я впервые Chuva,but i know why,я впервые chuva,1.0,1.0,4
Creepoid - OldTree,135.0,143.0,8.0,but i know why uh, I knocked away,but i know why uh,i knocked away,0.8,0.7647058823529411,5
Creepoid - OldTree,143.0,154.0,11.0,uh uh uh uh,,uh uh uh uh,,1.0,1.0,4
Creepoid - OldTree,237.0,245.0,8.0,but i know why,,but i know why,,1.0,1.0,4
Creepoid - OldTree,244.0,252.0,8.0,but i know why but,,but i know why but,,1.0,1.0,5
Creepoid - OldTree,251.0,257.0,6.0,but i know why,,but i know why,,1.0,1.0,4
Creepoid - OldTree,257.0,266.0,9.0,but i know why,,but i know why,,1.0,1.0,4
Creepoid - OldTree,278.0,285.0,7.0,uh uh uh uh,,uh uh uh uh,,1.0,1.0,4
Creepoid - OldTree,285.0,294.0,9.0,uh uh,,uh uh,,1.0,1.0,2
Dark Ride - Burning Bridges,15.0,26.0,11.0,mh never more will i fall for anything but the good inside of me, hmm you,mh never more will i fall for anything but the good inside of me,hmm you,1.0,0.921875,14
Dark Ride - Burning Bridges,26.0,36.0,10.0,i won't beg i won't crawl time after time," I will beg, I will crawl Time is free time",i wont beg i wont crawl time after time,i will beg i will crawl time is free time,0.4444444444444444,0.28205128205128205,9
Dark Ride - Burning Bridges,36.0,46.0,10.0,burning bridges fire in my soul burning bridges forget about control," Burning bridges, fire in my soul Burning bridges, forget about control",burning bridges fire in my soul burning bridges forget about control,burning bridges fire in my soul burning bridges forget about control,0.0,0.0,11
Dark Ride - Burning Bridges,46.0,57.0,11.0,burn those witches i am the only one to burn the bridges i relied upon, And those switches I have the only one And then the branches I will not uphold,burn those witches i am the only one to burn the bridges i relied upon,and those switches i have the only one and then the branches i will not uphold,0.6,0.4,15
Dark Ride - Burning Bridges,63.0,74.0,11.0,oh no more strain no more pain i recall it was the should i could not see," No more strain, no more pain Now we come to us, the sure I could not see",oh no more strain no more pain i recall it was the should i could not see,no more strain no more pain now we come to us the sure i could not see,0.4117647058823529,0.2602739726027397,17
Dark Ride - Burning Bridges,74.0,84.0,10.0,yesterday so far away will face my today," Yesterday, so far away Who phased my today",yesterday so far away will face my today,yesterday so far away who phased my today,0.25,0.175,8
Dark Ride - Burning Bridges,84.0,89.0,5.0,i must confess there's something wrong with nine to five," I'll must confess, there's something wrong that magnifies",i must confess theres something wrong with nine to five,ill must confess theres something wrong that magnifies,0.5,0.2727272727272727,10
Dark Ride - Burning Bridges,89.0,97.0,8.0,i'm aching deep inside my heart i can't get up or go to bad this feeling's driving me insane, I can't leave myself out I can't get out of control This feeling is all I need It's just your feeling,im aching deep inside my heart i cant get up or go to bad this feelings driving me insane,i cant leave myself out i cant get out of control this feeling is all i need its just your feeling,1.0,0.651685393258427,19
Dark Ride - Burning Bridges,96.0,104.0,8.0,just like a needle to the brain oh god what happened on the way i'm in a trap led far astray i," Just like me, you killed me You were my wife, you were my wife I can't take it for a shame",just like a needle to the brain oh god what happened on the way im in a trap led far astray i,just like me you killed me you were my wife you were my wife i cant take it for a shame,0.9090909090909091,0.6344086021505376,22
Dark Ride - Burning Bridges,103.0,110.0,7.0,i am not me, Hey my half no mean,i am not me,hey my half no mean,1.25,1.0909090909090908,4
Dark Ride - Burning Bridges,110.0,120.0,10.0,burning bridges fire in my soul burning bridges forget about control, Let him rage his body muscle Let him rage his forget about control,burning bridges fire in my soul burning bridges forget about control,let him rage his body muscle let him rage his forget about control,0.9090909090909091,0.5294117647058824,11
