Song,Split,Start,End,Duration,Words,Lyric,has_lyrics
Grants - PunchDrunk,Train,75.0,82.0,7.0,1,-,False
Grants - PunchDrunk,Train,82.0,90.0,8.0,18,be the champion with the champ beyond mohammed ali shrimps scamp a dawn no reservation at the restaurant,True
Grants - PunchDrunk,Train,90.0,99.0,9.0,23,and the maitre dee beyond's on whatever he won whatever he won whatever he won get the champion whatever he won he won,True
Grants - PunchDrunk,Train,99.0,104.0,5.0,4,he won he won,True
Grants - PunchDrunk,Train,104.0,114.0,10.0,17,he won he want an entourage ten car garage bed large enough for manna j toiz toiz,True
Grants - PunchDrunk,Train,114.0,119.0,5.0,8,a platinum chain where the gold one was,True
Grants - PunchDrunk,Train,119.0,123.0,4.0,8,a platinum chain where the gold one was,True
Grants - PunchDrunk,Train,123.0,128.0,5.0,8,a platinum chain where the gold one was,True
Grants - PunchDrunk,Train,128.0,135.0,7.0,1,-,False
Grants - PunchDrunk,Train,135.0,141.0,6.0,1,-,False
Grants - PunchDrunk,Train,141.0,150.0,9.0,1,-,False
Grants - PunchDrunk,Train,150.0,156.0,6.0,5,i'm not a violent man,True
Grants - PunchDrunk,Train,156.0,164.0,8.0,26,you got beat up by a little kid what you got beat up by a girl punch drunk you got beat up by a little kid,True
Grants - PunchDrunk,Train,164.0,169.0,5.0,18,you got beat up by a girl that's fucked up you got beat up by a little kid,True
Grants - PunchDrunk,Train,169.0,177.0,8.0,26,you got beat up by a girl a girl you got beat up by a little kid you got beat up by a girl punch drunk,True
Grants - PunchDrunk,Train,177.0,181.0,4.0,1,-,False
Grants - PunchDrunk,Train,180.0,186.0,6.0,10,punch drunk punch drunk i'm all kinds of punch drunk,True
Grants - PunchDrunk,Train,186.0,193.0,7.0,14,punch drunk punch drunk i'm all kinds of punch drunk punch drunk punch drunk,True
Grants - PunchDrunk,Train,193.0,202.0,9.0,16,i'm all kinds of punch drunk punch drunk punch drunk i'm all kinds of punch drunk,True
Spike Mullings - Mike's Sulking,Train,0.0,10.0,10.0,1,-,False
Spike Mullings - Mike's Sulking,Train,10.0,15.0,5.0,1,-,False
Spike Mullings - Mike's Sulking,Train,15.0,21.0,6.0,1,-,False
Spike Mullings - Mike's Sulking,Train,21.0,28.0,7.0,1,-,False
Spike Mullings - Mike's Sulking,Train,28.0,36.0,8.0,1,-,False
Spike Mullings - Mike's Sulking,Train,36.0,42.0,6.0,6,another year and i'm still here,True
Spike Mullings - Mike's Sulking,Train,42.0,50.0,8.0,11,by all rights i should be away and in the clear,True
Spike Mullings - Mike's Sulking,Train,50.0,56.0,6.0,5,away and in the clear,True
Spike Mullings - Mike's Sulking,Train,56.0,60.0,4.0,2,hu shalala,True
Spike Mullings - Mike's Sulking,Train,60.0,66.0,6.0,8,it's all gone wrong i should be gone,True
Spike Mullings - Mike's Sulking,Train,66.0,74.0,8.0,11,sand all that should be left behinds this song hu shalala,True
Spike Mullings - Mike's Sulking,Train,74.0,83.0,9.0,8,left behind this song hu shalala hu shalala,True
Spike Mullings - Mike's Sulking,Train,83.0,91.0,8.0,11,cause i think there should be so much more to me,True
Spike Mullings - Mike's Sulking,Train,90.0,96.0,6.0,5,gritten shell but no pearl,True
Spike Mullings - Mike's Sulking,Train,96.0,103.0,7.0,11,i heard there could be more than this so much more,True
Spike Mullings - Mike's Sulking,Train,103.0,111.0,8.0,4,out in the world,True
Spike Mullings - Mike's Sulking,Train,111.0,116.0,5.0,11,uh shalala another day i'm going to uh shalala get away,True
Spike Mullings - Mike's Sulking,Train,132.0,137.0,5.0,1,-,False
Spike Mullings - Mike's Sulking,Train,137.0,143.0,6.0,1,-,False
Spike Mullings - Mike's Sulking,Train,143.0,150.0,7.0,1,-,False
Spike Mullings - Mike's Sulking,Train,150.0,158.0,8.0,1,-,False
Spike Mullings - Mike's Sulking,Train,158.0,167.0,9.0,1,-,False
Spike Mullings - Mike's Sulking,Train,167.0,177.0,10.0,1,-,False
Spike Mullings - Mike's Sulking,Train,177.0,182.0,5.0,1,-,False
Spike Mullings - Mike's Sulking,Train,182.0,188.0,6.0,1,-,False
Spike Mullings - Mike's Sulking,Train,188.0,195.0,7.0,1,-,False
Spike Mullings - Mike's Sulking,Train,195.0,200.0,5.0,1,-,False
Spike Mullings - Mike's Sulking,Train,200.0,209.0,9.0,1,-,False
Spike Mullings - Mike's Sulking,Train,234.0,240.0,6.0,6,another year an i'm still here,True
Spike Mullings - Mike's Sulking,Train,240.0,248.0,8.0,11,by all rights i should be away and in the clears,True
Celestial Shore - Die For Us,Train,0.0,9.0,9.0,1,-,False
Celestial Shore - Die For Us,Train,9.0,18.0,9.0,11,dive on us die for us aren't you real really cool,True
Celestial Shore - Die For Us,Train,18.0,28.0,10.0,13,point your marble lies caramelize dust of a screen we'll still be there,True
Celestial Shore - Die For Us,Train,28.0,38.0,10.0,12,where are you floating floating your gaze is up in the ether,True
Celestial Shore - Die For Us,Train,38.0,47.0,9.0,8,patience glowing golden golden speakers speak for themselves,True
Celestial Shore - Die For Us,Train,47.0,56.0,9.0,4,three a m easily,True
Celestial Shore - Die For Us,Train,56.0,64.0,8.0,5,show me your ghost whisper,True
Celestial Shore - Die For Us,Train,64.0,75.0,11.0,6,trouble isn't that you're too jaded,True
Celestial Shore - Die For Us,Train,75.0,83.0,8.0,1,-,False
Celestial Shore - Die For Us,Train,83.0,90.0,7.0,1,-,False
Celestial Shore - Die For Us,Train,90.0,95.0,5.0,1,-,False
Celestial Shore - Die For Us,Train,95.0,104.0,9.0,11,walk the silver line lining aren't you sear be asleep bad,True
Celestial Shore - Die For Us,Train,104.0,112.0,8.0,9,ordinary living living is for the rag tickley boy,True
Celestial Shore - Die For Us,Train,112.0,123.0,11.0,4,three a m easily,True
Celestial Shore - Die For Us,Train,123.0,131.0,8.0,5,show me your ghost whisper,True
Celestial Shore - Die For Us,Train,131.0,138.0,7.0,5,trouble isn't that you're too,True
Celestial Shore - Die For Us,Train,138.0,146.0,8.0,2,too jaded,True
Celestial Shore - Die For Us,Train,146.0,155.0,9.0,1,-,False
Celestial Shore - Die For Us,Train,155.0,160.0,5.0,1,-,False
Celestial Shore - Die For Us,Train,160.0,168.0,8.0,1,-,False
Celestial Shore - Die For Us,Train,168.0,178.0,10.0,1,-,False
Celestial Shore - Die For Us,Train,178.0,184.0,6.0,1,-,False
Celestial Shore - Die For Us,Train,184.0,190.0,6.0,1,-,False
Celestial Shore - Die For Us,Train,190.0,198.0,8.0,1,-,False
Celestial Shore - Die For Us,Train,198.0,206.0,8.0,1,-,False
Celestial Shore - Die For Us,Train,206.0,215.0,9.0,1,-,False
Celestial Shore - Die For Us,Train,215.0,220.0,5.0,1,-,False
Celestial Shore - Die For Us,Train,220.0,228.0,8.0,1,-,False
Celestial Shore - Die For Us,Train,228.0,238.0,10.0,1,-,False
Celestial Shore - Die For Us,Train,238.0,244.0,6.0,1,-,False
Celestial Shore - Die For Us,Train,244.0,250.0,6.0,1,-,False
Celestial Shore - Die For Us,Train,250.0,258.0,8.0,1,-,False
Celestial Shore - Die For Us,Train,258.0,266.0,8.0,1,-,False
Celestial Shore - Die For Us,Train,266.0,275.0,9.0,1,-,False
Triviul - Angelsaint,Train,3.0,8.0,5.0,5,guess you got now glow,True
Triviul - Angelsaint,Train,8.0,15.0,7.0,5,guess you got no halo,True
Triviul - Angelsaint,Train,15.0,26.0,11.0,8,holy camio gone straight to feed the old,True
Triviul - Angelsaint,Train,26.0,30.0,4.0,6,only here for their light show,True
Triviul - Angelsaint,Train,30.0,38.0,8.0,4,and when she moves,True
Triviul - Angelsaint,Train,38.0,45.0,7.0,4,i'll move then too,True
Triviul - Angelsaint,Train,45.0,53.0,8.0,12,cause i'm a grave digger savior sinner nothing healthy to offer you,True
Triviul - Angelsaint,Train,61.0,71.0,10.0,13,how i walk away without you now i listen to you angle saint,True
Triviul - Angelsaint,Train,71.0,80.0,9.0,4,wouldn't you no poetry,True
Triviul - Angelsaint,Train,80.0,86.0,6.0,2,no philosophy,True
Triviul - Angelsaint,Train,86.0,92.0,6.0,2,no gariety,True
Triviul - Angelsaint,Train,93.0,99.0,6.0,4,draw me offend me,True
Triviul - Angelsaint,Train,99.0,103.0,4.0,5,cause it goes to furity,True
Triviul - Angelsaint,Train,103.0,107.0,4.0,3,and when she,True
Triviul - Angelsaint,Train,107.0,116.0,9.0,6,he breathes i'll breath then too,True
Triviul - Angelsaint,Train,116.0,125.0,9.0,13,oh cause i'm a grave digger savior sinner nothing healthy to offer you,True
Triviul - Angelsaint,Train,133.0,140.0,7.0,10,i'll walk away without you if you want me to,True
Triviul - Angelsaint,Train,153.0,160.0,7.0,1,-,False
Triviul - Angelsaint,Train,160.0,166.0,6.0,1,-,False
Triviul - Angelsaint,Train,166.0,171.0,5.0,1,-,False
Triviul - Angelsaint,Train,171.0,178.0,7.0,1,-,False
Triviul - Angelsaint,Train,193.0,201.0,8.0,12,cause i'm a grave digger savior sinner nothing healthy to offer you,True
Triviul - Angelsaint,Train,209.0,220.0,11.0,8,i'd lie to myself without you angle saint,True
Triviul - Angelsaint,Train,220.0,225.0,5.0,4,do i love you,True
North To Alaska - All The Same,Train,0.0,8.0,8.0,1,-,False
North To Alaska - All The Same,Train,8.0,13.0,5.0,1,-,False
North To Alaska - All The Same,Train,13.0,20.0,7.0,10,when the fire burns out and my hands feel numb,True
North To Alaska - All The Same,Train,20.0,26.0,6.0,11,cause of sense of space and time we're all still young,True
North To Alaska - All The Same,Train,26.0,34.0,8.0,12,we level up the silence it's not as hard as it sounds,True
North To Alaska - All The Same,Train,34.0,40.0,6.0,9,a picture perfect family yeah doubt is never around,True
North To Alaska - All The Same,Train,40.0,46.0,6.0,5,a doubt is never around,True
North To Alaska - All The Same,Train,47.0,57.0,10.0,1,-,False
North To Alaska - All The Same,Train,57.0,66.0,9.0,19,i stand my ground i'll take a bell if the years stand still won't put me in my place,True
North To Alaska - All The Same,Train,66.0,73.0,7.0,16,did you really think a change of pace would change this face or change this place,True
North To Alaska - All The Same,Train,73.0,80.0,7.0,1,-,False
North To Alaska - All The Same,Train,80.0,85.0,5.0,1,-,False
North To Alaska - All The Same,Train,85.0,91.0,6.0,1,-,False
North To Alaska - All The Same,Train,91.0,98.0,7.0,1,-,False
North To Alaska - All The Same,Train,98.0,106.0,8.0,10,when the water runs dry and i see your face,True
North To Alaska - All The Same,Train,106.0,113.0,7.0,13,your burns cover the smirk no one saw was so out of place,True
North To Alaska - All The Same,Train,113.0,119.0,6.0,12,i mask the smell of smoke eye i cover up my ears,True
North To Alaska - All The Same,Train,119.0,127.0,8.0,10,to only hear my breathing i wanna hear my breathing,True
North To Alaska - All The Same,Train,127.0,134.0,7.0,1,-,False
North To Alaska - All The Same,Train,134.0,143.0,9.0,1,-,False
North To Alaska - All The Same,Train,143.0,147.0,4.0,9,i stand my ground i'll take a bell if,True
North To Alaska - All The Same,Train,147.0,158.0,11.0,26,the years stand still won't put me in my place did you really think a change of pace would change this face or change this place,True
North To Alaska - All The Same,Train,158.0,165.0,7.0,1,-,False
North To Alaska - All The Same,Train,165.0,171.0,6.0,1,-,False
North To Alaska - All The Same,Train,171.0,177.0,6.0,1,-,False
North To Alaska - All The Same,Train,177.0,184.0,7.0,9,you never change yeah you just stay the same,True
North To Alaska - All The Same,Train,184.0,190.0,6.0,7,you never change yeah you just stay,True
North To Alaska - All The Same,Train,190.0,197.0,7.0,7,you never change cause you never try,True
North To Alaska - All The Same,Train,197.0,205.0,8.0,8,but that's alright just stay away from me,True
North To Alaska - All The Same,Train,207.0,214.0,7.0,6,you're all the same to me,True
North To Alaska - All The Same,Train,214.0,221.0,7.0,8,you're all the same you're all the same,True
North To Alaska - All The Same,Train,221.0,228.0,7.0,6,you're all the same to me,True
North To Alaska - All The Same,Train,228.0,236.0,8.0,8,you're all the same you're all the same,True
North To Alaska - All The Same,Train,236.0,242.0,6.0,1,-,False
Actions - One Minute Smile,Train,0.0,7.0,7.0,17,you hold my hand as you look around you kiss me quick i don't make sound you,True
Actions - One Minute Smile,Train,6.0,12.0,6.0,12,you look at me so you see right through me through me,True
Actions - One Minute Smile,Train,11.0,17.0,6.0,14,we walk in silence what's happen now one minute smile now it's only fraud,True
Actions - One Minute Smile,Train,17.0,22.0,5.0,10,i'm so confused once we were so strong so strong,True
Actions - One Minute Smile,Train,22.0,28.0,6.0,12,if this is not love it feels a lot like love you,True
Actions - One Minute Smile,Train,27.0,33.0,6.0,8,you double standards they always got me down,True
Actions - One Minute Smile,Train,33.0,43.0,10.0,16,i don't know where where we went wrong i just don't know i just don't know,True
Actions - One Minute Smile,Train,43.0,49.0,6.0,10,if it's not love it feels a lot like love,True
Actions - One Minute Smile,Train,49.0,57.0,8.0,8,a lot like love a lot like love,True
Actions - One Minute Smile,Train,57.0,64.0,7.0,14,we had turns like no other you can make me smile when i weep,True
Actions - One Minute Smile,Train,64.0,69.0,5.0,11,but my tears can drown out the laughter now oh now,True
Actions - One Minute Smile,Train,69.0,75.0,6.0,15,we talk until the sun rises you listen to all the same lies we speak,True
Actions - One Minute Smile,Train,74.0,80.0,6.0,9,we speak like there's no one else around around,True
Actions - One Minute Smile,Train,80.0,85.0,5.0,11,if this is not love it feels a lot like love,True
Actions - One Minute Smile,Train,85.0,90.0,5.0,8,you double standards they always got me down,True
Actions - One Minute Smile,Train,90.0,96.0,6.0,9,i don't know where where we went wrong i,True
Actions - One Minute Smile,Train,96.0,102.0,6.0,10,i just don't know i just don't know if it's,True
Actions - One Minute Smile,Train,101.0,106.0,5.0,10,if it's not love it feels a lot like love,True
Actions - One Minute Smile,Train,106.0,114.0,8.0,8,a lot like love a lot like love,True
Actions - One Minute Smile,Train,114.0,119.0,5.0,8,a lot like love i don't know where,True
Actions - One Minute Smile,Train,119.0,125.0,6.0,10,where we went wrong i just don't know now i,True
Actions - One Minute Smile,Train,124.0,135.0,11.0,5,now i just don't know,True
Actions - One Minute Smile,Train,135.0,139.0,4.0,7,a lot like love i don't know,True
Actions - One Minute Smile,Train,138.0,145.0,7.0,10,don't know but we will go i just don't know,True
Actions - One Minute Smile,Train,145.0,153.0,8.0,14,i just don't know if it's not love it feels a lot like love,True
Actions - One Minute Smile,Train,153.0,163.0,10.0,8,a lot like love a lot like love,True
The So So Glos - Emergency,Train,0.0,5.0,5.0,1,-,False
The So So Glos - Emergency,Train,5.0,10.0,5.0,6,marky lived in your old wheelchair,True
The So So Glos - Emergency,Train,11.0,15.0,4.0,9,across the street from the house where we grew,True
The So So Glos - Emergency,Train,16.0,21.0,5.0,6,and jesus lived on sylvia's island,True
The So So Glos - Emergency,Train,21.0,26.0,5.0,6,and georgy lived on riker's too,True
The So So Glos - Emergency,Train,27.0,33.0,6.0,11,and my baby she laid in front of the subway train,True
The So So Glos - Emergency,Train,33.0,38.0,5.0,4,i don't mind whatever,True
The So So Glos - Emergency,Train,38.0,48.0,10.0,14,i'm from land cause she rocked off on me i will never understand why,True
The So So Glos - Emergency,Train,49.0,54.0,5.0,7,y'all still went like some old fiend,True
The So So Glos - Emergency,Train,59.0,69.0,10.0,12,in my blue jeans i don't mind whatever i'm from whatever land,True
The So So Glos - Emergency,Train,68.0,72.0,4.0,6,just a road i'll find me,True
The So So Glos - Emergency,Train,72.0,79.0,7.0,12,cause i don't mind too much these days a e m t,True
The So So Glos - Emergency,Train,79.0,84.0,5.0,7,come rescue me this is an emergency,True
The So So Glos - Emergency,Train,88.0,92.0,4.0,4,this is an emergency,True
The So So Glos - Emergency,Train,96.0,100.0,4.0,4,this is an emergency,True
The So So Glos - Emergency,Train,103.0,108.0,5.0,7,we all lived in that old wheelchair,True
The So So Glos - Emergency,Train,108.0,112.0,4.0,7,across the street just across the street,True
The So So Glos - Emergency,Train,114.0,121.0,7.0,11,oh my baby she laid in front of a subway train,True
The So So Glos - Emergency,Train,127.0,133.0,6.0,11,a e m t this is an emergency i don't mind,True
The So So Glos - Emergency,Train,143.0,147.0,4.0,8,too much these days a e m t,True
The So So Glos - Emergency,Train,158.0,164.0,6.0,8,a e m t this is an emergency,True
Remember December - C U Next Time,Train,0.0,7.0,7.0,1,-,False
Remember December - C U Next Time,Train,7.0,12.0,5.0,1,-,False
Remember December - C U Next Time,Train,12.0,21.0,9.0,8,your obsession won't let go another pill for,True
Remember December - C U Next Time,Train,21.0,29.0,8.0,13,you to swallow i'm moving up and on i'm moving up and on,True
Remember December - C U Next Time,Train,29.0,37.0,8.0,8,while you're still singing the same old song,True
Remember December - C U Next Time,Train,37.0,44.0,7.0,15,just keep digging you sound so desperate you sound so desperate and give me the,True
Remember December - C U Next Time,Train,43.0,49.0,6.0,8,give me the shovel go crawling to rebend,True
Remember December - C U Next Time,Train,48.0,53.0,5.0,9,and if you want a war you've got one,True
Remember December - C U Next Time,Train,53.0,60.0,7.0,6,so i'll see you next time,True
Remember December - C U Next Time,Train,60.0,65.0,5.0,7,time is sinking on the front line,True
Remember December - C U Next Time,Train,65.0,74.0,9.0,8,so i guess i'll see you next time,True
Remember December - C U Next Time,Train,74.0,84.0,10.0,1,-,False
Remember December - C U Next Time,Train,84.0,91.0,7.0,8,addiction is a game of chance the drug,True
Remember December - C U Next Time,Train,91.0,97.0,6.0,5,always has the last laughter,True
Remember December - C U Next Time,Train,96.0,101.0,5.0,5,i'm moving up and on,True
Remember December - C U Next Time,Train,101.0,109.0,8.0,9,while you're still singing the same old song so,True
Remember December - C U Next Time,Train,109.0,115.0,6.0,11,keep d injecting you sound so desperate you sound so despera,True
Remember December - C U Next Time,Train,115.0,121.0,6.0,8,give me the needle go crawling to rebend,True
Remember December - C U Next Time,Train,120.0,125.0,5.0,9,and if you want a war you've got one,True
Remember December - C U Next Time,Train,125.0,132.0,7.0,6,so i'll see you next time,True
